qKfz(t)(1);Statusflag;qKfz(t)(2);Statusflag;qKfz(t)(3);Statusflag;qPkw(t)(1);Statusflag;qPkw(t)(2);Statusflag;qPkw(t)(3);Statusflag;qLkw(t)(1);Statusflag;qLkw(t)(2);Statusflag;qLkw(t)(3);Statusflag;vKfz(t)(1);Statusflag;vKfz(t)(2);Statusflag;vKfz(t)(3);Statusflag;vPkw(t)(1);Statusflag;vPkw(t)(2);Statusflag;vPkw(t)(3);Statusflag;vLkw(t)(1);Statusflag;vLkw(t)(2);Statusflag;vLkw(t)(3);Statusflag;vgKfz(t)(1);Statusflag;vgKfz(t)(2);Statusflag;vgKfz(t)(3);Statusflag;b(t)(1);Statusflag;b(t)(2);Statusflag;b(t)(3);Statusflag;aLkw(1);Statusflag;aLkw(2);Statusflag;aLkw(3);Statusflag;kKfz(1);Statusflag;kKfz(2);Statusflag;kKfz(3);Statusflag;kLkw(1);Statusflag;kLkw(2);Statusflag;kLkw(3);Statusflag;kPkw(1);Statusflag;kPkw(2);Statusflag;kPkw(3);Statusflag;qB(1);Statusflag;qB(2);Statusflag;qB(3);Statusflag;kB(1);Statusflag;kB(2);Statusflag;kB(3);Statusflag;QKfz;Statusflag;QLkw;Statusflag;QPkw;Statusflag;VKfz;Statusflag;VLkw;Statusflag;VPkw;Statusflag;VgKfz;Statusflag;B;Statusflag;Bmax;Statusflag;SKfz;Statusflag;Alkw;Statusflag;KKfz;Statusflag;KLkw;Statusflag;KPkw;Statusflag;QB;Statusflag;KB;Statusflag;VDelta;Statusflag
-3;0 Fehl Impl nErm ;-3;0 Fehl Impl wMaL nErm ;306000;0,97 Intp ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl wMaL nErm nErf ;299820;0,97 Intp nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl wMaL nErm ;6180;0,97 Intp ;111;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;111;1 nErf ;111;1 Intp ;-3;0 Fehl Impl nErm ;111;1;101;1 Intp ;-3;0 Fehl Impl nErm ;101;1;-3;0 Fehl Impl nErm ;-2;1;13;1;-3;0 Fehl Impl nErm ;-2;1;25;1;-3;0 Fehl nErm ;-3;0 Fehl nErm ;2;0,9409 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;151;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;31;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;139;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;309708;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;29;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 Fehl nErm 
-3;0 Fehl Impl wMaL nErm ;27660;1;317520;0,97 Intp ;-3;0 Fehl Impl nErm nErf ;24120;0,97 Intp nErf ;299820;0,97 Intp nErf ;-3;0 Fehl Impl nErm ;3540;0,97 Intp ;17700;0,97 Intp ;31;1 Intp nErf ;125;1 nErf ;31;1 nErf ;31;1 Intp ;133;1;31;1;30;1 Intp ;89;0,97 Intp ;30;1;-2;1;134;1;17;1;-3;0 Fehl Impl nErm ;9;1;42;1;-3;0 Fehl nErm ;13;0,97 Intp ;6;0,9409 Intp ;-3;0 Fehl nErm ;221;1;151;0,97 Intp ;-3;0 Fehl nErm ;40;0,9409 Intp ;31;0,97 Intp ;-3;0 Fehl nErm ;137;0,97 Intp ;139;0,97 Intp ;-3;0 Fehl nErm ;38776;0,962725 Intp ;324954;0,97 Intp ;-3;0 Fehl nErm ;307;0,962725 Intp ;29;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;94;1 Intp 
320940;1 Intp ;-3;0 Fehl Impl wMaL nErm ;320940;1;293820;1 Intp nErf ;-3;0 Fehl Impl wMaL nErm nErf ;293820;1 nErf ;27120;1 Intp ;-3;0 Fehl Impl wMaL nErm ;27120;1;108;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;108;1 nErf ;118;1 Intp ;-3;0 Fehl Impl nErm ;118;1;5;1 Intp ;-3;0 Fehl Impl nErm ;5;1;-3;0 Fehl Impl nErm ;-2;1;62;1;-3;0 Fehl Impl nErm ;-2;1;42;1;8;1 Intp ;-3;0 Fehl nErm ;8;1;307;1 Intp ;-3;0 Fehl nErm ;151;1;19;1 Intp ;-3;0 Fehl nErm ;31;1;97;1 Intp ;-3;0 Fehl nErm ;139;1;378706;1 Intp ;-3;0 Fehl nErm ;393079;1;79;1 Intp ;-3;0 Fehl nErm ;29;1;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 Fehl nErm 
120180;0,9409 Intp ;62640;0,9409 Intp ;35820;1;120180;0,9409 Intp nErf ;60180;0,9409 Intp nErf ;31380;1 nErf ;0;0,97 Intp ;2460;0,97 Intp ;4440;1;71;1 nErf ;101;1 nErf ;29;1 nErf ;71;1;101;1;25;1;-1;0 nErm ;44;1;58;1;131;0,97 Intp ;21;1;55;1;71;0,97 Intp ;48;1;16;1;0;0,912673 Intp ;4;0,912673 Intp ;12;1;307;0,9409 Intp ;541;0,9409 Intp ;151;1;19;1;41;0,97 Intp ;31;1;97;0,9409 Intp ;137;0,9409 Intp ;139;1;-1;0 nErm ;72283;0,95545 Intp ;37596;;-1;0 nErm ;307;0,95545 Intp ;29;;218637;0,9606 Intp ;6897;0,98 Intp ;211737;0,9606 Intp ;73;0,92275236 Intp ;53;0,6435333333 Intp ;73;0,92275236 Intp ;87;0,9137140746 Intp ;132;0,99 Intp ;71;0,97 Intp ;109;0,4814339897 Intp ;3;0,941388 Intp ;491;0,886395917 Intp ;89;0,6306626667 Intp ;251;0,886395917 Intp ;231738;0,8640399949 Intp ;449;0,7972949444 Intp ;47;1
-3;0 Fehl Impl nErm ;-3;0 Fehl Impl wMaL nErm ;318480;0,97 Intp ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl wMaL nErm nErf ;299820;0,97 Intp nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl wMaL nErm ;18660;0,97 Intp ;21;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;21;1 nErf ;16;1 Intp ;-3;0 Fehl Impl nErm ;16;1;96;1 Intp ;-3;0 Fehl Impl nErm ;96;1;-3;0 Fehl Impl nErm ;-2;1;97;0,97 Intp ;-3;0 Fehl Impl nErm ;-2;1;4;1;-3;0 Fehl nErm ;-3;0 Fehl nErm ;6;0,9409 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;151;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;31;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;139;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;325944;Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;29;Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 Fehl nErm 
217800;1 Intp ;60300;0,97 Intp ;217800;1;192840;1 Intp nErf ;60180;0,97 Intp nErf ;192840;1 nErf ;24960;1 Intp ;120;0,97 Intp ;24960;1;103;1 Intp nErf ;127;0,97 Intp nErf ;103;1 nErf ;115;1 Intp ;163;0,97 Intp ;115;1;13;1 Intp ;89;0,97 Intp ;13;1;-2;1;181;0,97 Intp ;58;1;-2;1;40;1;42;1;11;1 Intp ;0;0,9409 Intp ;11;1;307;1 Intp ;475;0,9409 Intp ;151;1;19;1 Intp ;1;0,9409 Intp ;31;1;97;1 Intp ;137;0,9409 Intp ;139;1;268219;1 Intp ;60893;0,95545 Intp ;278702;1;79;1 Intp ;307;0,9267865 Intp ;29;1;495897;0,99 Intp ;50037;0,99 Intp ;445857;0,99 Intp ;106;0,970497 Intp ;13;0,970497 Intp ;121;0,970497 Intp ;47;0,970497 Intp ;77;1;42;1;72;0,4915083059 Intp ;10;0,9801 Intp ;491;0,96079203 Intp ;89;0,96079203 Intp ;251;0,96079203 Intp ;679029;0,975396015 Intp ;449;0,9466189064 Intp ;24;0,985 Intp 
162720;1 Intp ;-3;0 Fehl Impl wMaL nErm ;162720;1;161520;1 Intp nErf ;-3;0 Fehl Impl wMaL nErm nErf ;161520;1 nErf ;1200;1 Intp ;-3;0 Fehl Impl wMaL nErm ;1200;1;84;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;84;1 nErf ;84;1 Intp ;-3;0 Fehl Impl nErm ;84;1;34;1 Intp ;-3;0 Fehl Impl nErm ;34;1;-3;0 Fehl Impl nErm ;-2;1;97;0,97 Intp ;-3;0 Fehl Impl nErm ;-2;1;37;1;1;1 Intp ;-3;0 Fehl nErm ;1;1;307;1 Intp ;-3;0 Fehl nErm ;151;1;19;1 Intp ;-3;0 Fehl nErm ;31;1;97;1 Intp ;-3;0 Fehl nErm ;139;1;164520;1 Intp ;-3;0 Fehl nErm ;164400;1;79;1 Intp ;-3;0 Fehl nErm ;29;1;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 Fehl nErm 
243720;1 Intp ;62700;0,9409 Intp ;243720;1;238800;1 Intp nErf ;60180;0,9409 Intp nErf ;238800;1 nErf ;4920;1 Intp ;2520;0,97 Intp ;4920;1;96;1 Intp nErf ;33;1 nErf ;96;1 nErf ;97;1 Intp ;33;1;97;1;30;1 Intp ;71;1;30;1;-3;0 Fehl Impl nErm ;90;1;89;1;-3;0 Fehl Impl nErm ;1;1;21;1;2;1 Intp ;4;0,912673 Intp ;2;1;307;1 Intp ;541;0,9409 Intp ;151;1;19;1 Intp ;35;0,97 Intp ;31;1;97;1 Intp ;137;0,9409 Intp ;139;1;251936;1 Intp ;63960;Intp ;252281;1;79;1 Intp ;307;Intp ;29;1;550137;0,9803 Intp ;12357;0,99 Intp ;537777;0,9803 Intp ;89;0,96098809 Intp ;38;0,9801 Intp ;90;0,96098809 Intp ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;91;0,4904372636 Intp ;2;0,970497 Intp ;491;0,9420566246 Intp ;89;0,970299 Intp ;251;0,9420566246 Intp ;581521;0,9705693023 Intp ;449;0,93270554 Intp ;63;1 Intp 
10860;1 Intp ;-3;0 Fehl Impl nErm ;10860;1;2760;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;2760;1 nErf ;8100;1 Intp ;-3;0 Fehl Impl nErm ;8100;1;92;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;92;1 nErf ;45;1 Intp ;-3;0 Fehl Impl nErm ;45;1;108;1 Intp ;-3;0 Fehl Impl nErm ;108;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;67;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;39;1;75;1 Intp ;-3;0 Fehl nErm ;75;1;118;1 Intp ;-3;0 Fehl nErm ;118;1;19;1 Intp ;-3;0 Fehl nErm ;31;1;61;1 Intp ;-3;0 Fehl nErm ;61;1;18960;Intp ;-3;0 Fehl nErm ;14100;;79;Intp ;-3;0 Fehl nErm ;29;;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 Fehl nErm 
-3;0 Fehl Impl wMaL nErm ;-3;0 Fehl Impl wMaL nErm ;326340;0,97 Intp ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl wMaL nErm nErf ;299820;0,97 Intp nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl wMaL nErm ;26520;0,97 Intp ;114;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;114;1 nErf ;116;1 Intp ;-3;0 Fehl Impl nErm ;116;1;85;1 Intp ;-3;0 Fehl Impl nErm ;85;1;-2;1;-2;1;97;0,97 Intp ;-2;1;-2;1;5;1;-3;0 Fehl nErm ;-3;0 Fehl nErm ;8;0,9409 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;151;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;31;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;139;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;353390;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;29;0,97 Intp ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-2;1;5;1;0;0 nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 Fehl nErm 
-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-2;1;-2;1;-3;0 Fehl Impl nErm ;-2;1;-2;1;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 Fehl nErm 
259560;1 Intp ;-3;0 Fehl Impl nErm ;259560;1;232200;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;232200;1 nErf ;27360;1 Intp ;-3;0 Fehl Impl nErm ;27360;1;10;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;10;1 nErf ;7;1 Intp ;-3;0 Fehl Impl nErm ;7;1;33;1 Intp ;-3;0 Fehl Impl nErm ;33;1;-2;1;-2;1;74;1;-2;1;-2;1;15;1;11;1 Intp ;-3;0 Fehl nErm ;11;1;307;1 Intp ;-3;0 Fehl nErm ;151;1;19;1 Intp ;-3;0 Fehl nErm ;31;1;97;1 Intp ;-3;0 Fehl nErm ;139;1;286920;Intp ;-3;0 Fehl nErm ;270504;;79;Intp ;-3;0 Fehl nErm ;29;;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;8;1;15;1;0;0 nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 Fehl nErm 
300360;1 Intp ;-3;0 Fehl Impl nErm ;300360;1;299280;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;299280;1 nErf ;1080;1 Intp ;-3;0 Fehl Impl nErm ;1080;1;192;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;192;1 nErf ;192;1 Intp ;-3;0 Fehl Impl nErm ;192;1;61;1 Intp ;-3;0 Fehl Impl nErm ;61;1;-3;0 Fehl Impl nErm ;-2;1;7;1;-3;0 Fehl Impl nErm ;-2;1;17;1;0;1 Intp ;-3;0 Fehl nErm ;0;1;307;1 Intp ;-3;0 Fehl nErm ;151;1;18;1 Intp ;-3;0 Fehl nErm ;18;1;97;1 Intp ;-3;0 Fehl nErm ;139;1;302855;1 Intp ;-3;0 Fehl nErm ;303622;1;79;1 Intp ;-3;0 Fehl nErm ;29;1;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 Fehl nErm 
-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-2;1;-2;1;-3;0 Fehl Impl nErm ;-2;1;-2;1;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 Fehl nErm 
-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-2;1;-2;1;-3;0 Fehl Impl nErm ;-2;1;-2;1;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 Fehl nErm 
250020;1 Intp ;-3;0 Fehl Impl nErm ;250020;1;226320;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;226320;1 nErf ;23700;1 Intp ;-3;0 Fehl Impl nErm ;23700;1;58;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;58;1 nErf ;57;1 Intp ;-3;0 Fehl Impl nErm ;57;1;64;1 Intp ;-3;0 Fehl Impl nErm ;64;1;-3;0 Fehl Impl nErm ;-2;1;73;1;-3;0 Fehl Impl nErm ;-2;1;2;1;9;1 Intp ;-3;0 Fehl nErm ;9;1;307;1 Intp ;-3;0 Fehl nErm ;151;1;19;1 Intp ;-3;0 Fehl nErm ;31;1;97;1 Intp ;-3;0 Fehl nErm ;139;1;273720;Intp ;-3;0 Fehl nErm ;259500;;79;Intp ;-3;0 Fehl nErm ;29;;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 Fehl nErm 
14580;1 Intp ;-3;0 Fehl Impl nErm ;14580;1;2880;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;2880;1 nErf ;11700;1 Intp ;-3;0 Fehl Impl nErm ;11700;1;41;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;41;1 nErf ;157;1 Intp ;-3;0 Fehl Impl nErm ;157;1;12;1 Intp ;-3;0 Fehl Impl nErm ;12;1;-2;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-2;1;-3;0 Fehl Impl nErm ;5;1;80;1 Intp ;-3;0 Fehl nErm ;80;1;307;1 Intp ;-3;0 Fehl nErm ;151;1;19;1 Intp ;-3;0 Fehl nErm ;31;1;18;1 Intp ;-3;0 Fehl nErm ;18;1;43245;1 Intp ;-3;0 Fehl nErm ;53190;1;79;1 Intp ;-3;0 Fehl nErm ;29;1;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-3;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-1;0 Fehl Intp nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 Fehl nErm 
-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-2;1;-2;1;-3;0 Fehl Impl nErm ;-3;0 Fehl Impl nErm ;-2;1;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-1;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;-3;0 Fehl nErm ;0;0 Fehl nErm 
